article,gender
Oregon,Unknown
Organism,Unknown
Organization,Unknown
Orion_Nebula,Unknown
Orkney,Unknown
Ormulum,Unknown
Ornithischia,Unknown
Oroonoko,Unknown
Osaka,Unknown
Osama_bin_Laden,Male
Osiris,Male
Oslo,Unknown
Osmium,Unknown
Osprey,Unknown
Osteomalacia,Unknown
Ostrich,Unknown
Oswald_of_Northumbria,Male
Ottawa,Unknown
Otter,Unknown
Otto_von_Bismarck,Male
Ottoman_Empire,Unknown
Ouagadougou,Unknown
Outer_Hebrides,Unknown
Overseas_Railroad,Unknown
Oviraptor,Unknown
Owl,Unknown
Oxbow_lake,Unknown
Oxford,Unknown
Oxygen,Unknown
Oxyrhynchus,Unknown
Ozone,Unknown
Ozone_depletion,Unknown
P%C3%B3voa_de_Varzim,Unknown
PONG,Unknown
PRR_GG1,Unknown
PRR_M1,Unknown
PSR_B1620-26c,Unknown
Pablo_Picasso,Male
Pac-Man,Unknown
Pachycephalosaurus,Unknown
Pacific_Ocean,Unknown
Painting,Unknown
Pakistan,Unknown
Palace_of_Westminster,Unknown
Palau,Unknown
Palazzo_Pitti,Unknown
Paleocene,Unknown
Paleontology,Unknown
Palestinian_territories,Unknown
Pali_Canon,Unknown
Palio_di_Siena,Unknown
Palladian_architecture,Unknown
Palladium,Unknown
Palm_oil,Unknown
Palmyra_Atoll,Unknown
Pan_Am_Flight_103,Unknown
Panama,Unknown
Panama_Canal,Unknown
Pandanus,Unknown
Papal_conclave,Unknown
Paprika,Unknown
Papua_New_Guinea,Unknown
Paraguay,Unknown
Parasaurolophus,Unknown
Paricut%C3%ADn,Unknown
Paris,Unknown
Park,Unknown
Parliament_of_Canada,Unknown
Parliament_of_Malaysia,Unknown
Parliament_of_the_United_Kingdom,Unknown
Parliamentary_system,Unknown
Parrot,Unknown
Parsley,Unknown
Parsnip,Unknown
Parthenon,Unknown
Pashtun_people,Unknown
Passenger_Pigeon,Unknown
Pat_Cash,Male
Patna,Unknown
Paul_C%C3%A9zanne,Male
Paul_Dirac,Male
Paul_Kane,Male
Paul_McCartney,Male
Paul_of_Tarsus,Male
Pea,Unknown
Peace,Unknown
Peaceful_coexistence,Unknown
Peafowl,Unknown
Peak_District,Unknown
Peanut,Unknown
Pearl,Unknown
Pedagogy,Unknown
Pedro_del_Valle,Male
Pel%C3%A9,Male
Pelagic_zone,Unknown
Pellagra,Unknown
Pelycosaur,Unknown
Penda_of_Mercia,Male
Penguin,Unknown
Pennine_Way,Unknown
Pennsylvania_Railroad,Unknown
Pentateuch,Unknown
People%27s_Republic_of_China,Unknown
Pere_Marquette_1225,Unknown
Peregrine_Falcon,Unknown
Perfect_number,Unknown
Pericles,Male
Periodic_table,Unknown
Periodic_table_%28large_version%29,Unknown
Perl,Unknown
Permian,Unknown
Pernicious_anemia,Unknown
Persian_Empire,Unknown
Persian_Gulf,Unknown
Persian_literature,Unknown
Perth%2C_Western_Australia,Unknown
Peru,Unknown
Pete_Sampras,Male
Peter_Grimes,Unknown
Peter_I_of_Russia,Male
Peter_Paul_Rubens,Male
Peterborough_Chronicle,Unknown
Petroleum,Unknown
Phase_%28matter%29,Unknown
Pheidippides,Male
Phenylketonuria,Unknown
Philadelphia,Unknown
Philately,Unknown
Philip_II_of_Spain,Male
Philippines,Unknown
Philosophiae_Naturalis_Principia_Mathematica,Unknown
Philosophy,Unknown
Philosophy_of_mind,Unknown
Phineas_Gage,Male
Phishing,Unknown
Phla-Pher%C3%A1_languages,Unknown
Phoenix_%28spacecraft%29,Unknown
Phoenix_Zoo,Unknown
Phonograph_cylinder,Unknown
Phosphorus,Unknown
Phosphorus_tribromide,Unknown
Phosphorus_trichloride,Unknown
Phosphoryl_chloride,Unknown
Photography,Unknown
Photon,Unknown
Photosynthesis,Unknown
Photosynthetic_reaction_centre,Unknown
Photovoltaic_array,Unknown
Physical_paradox,Unknown
Physical_science,Unknown
Physics,Unknown
Pi,Unknown
Piano,Unknown
Piccadilly_Circus,Unknown
Picts,Unknown
Pied_Avocet,Unknown
Pig,Unknown
Pigeon,Unknown
Pigment,Unknown
Pikachu,Unknown
Pink_Pigeon,Unknown
Pinworm,Unknown
Pitcairn_Islands,Unknown
Plains_Zebra,Unknown
Planet,Unknown
Planetary_habitability,Unknown
Planetary_nebula,Unknown
Plant,Unknown
Plant_cell,Unknown
Plasma_%28physics%29,Unknown
Plate_tectonics,Unknown
Plateosaurus,Unknown
Platinum,Unknown
Plato,Male
Platypus,Unknown
Playing_card,Unknown
Pleiades_%28star_cluster%29,Unknown
Plesiosaur,Unknown
Pliocene,Unknown
Plover,Unknown
Plum,Unknown
Pluto,Unknown
Plutonium,Unknown
Plymouth,Unknown
Pneumonia,Unknown
Pochard,Unknown
Podcasting,Unknown
Poetry,Unknown
Poetry_of_the_United_States,Unknown
Poison_gas_in_World_War_I,Unknown
Pok%C3%A9mon_Trading_Card_Game,Unknown
Poland,Unknown
Polar_coordinate_system,Unknown
Polar_ice_cap,Unknown
Police,Unknown
Police_state,Unknown
Polish%E2%80%93Muscovite_War_%281605%E2%80%931618%29,Unknown
Polish-Lithuanian_Commonwealth,Unknown
Polish-Muscovite_War_%281605%E2%80%931618%29,Unknown
Polish-Soviet_War,Unknown
Political_economy,Unknown
Political_integration_of_India,Unknown
Political_philosophy,Unknown
Political_science,Unknown
Politics,Unknown
Politics_of_the_United_Kingdom,Unknown
Pollinator,Unknown
Pollinator_decline,Unknown
Pollution,Unknown
Polonium,Unknown
Polymerase_chain_reaction,Unknown
Pompeii,Unknown
Pond,Unknown
Pontiac%27s_Rebellion,Unknown
Pony,Unknown
Poor_Law,Unknown
Pop_Idol,Unknown
Pope,Unknown
Pope_Benedict_XVI,Male
Pope_John_Paul_II,Male
Pope_Pius_XII,Male
Popular_culture,Unknown
Popular_culture_studies,Unknown
Population_history_of_American_indigenous_peoples,Unknown
Porgy_and_Bess,Unknown
Port_Louis,Unknown
Porto-Novo,Unknown
Portsmouth,Unknown
Portugal,Unknown
Portuguese_Communist_Party,Unknown
Portuguese_language,Unknown
Post-glacial_rebound,Unknown
Postage_stamp,Unknown
Postman_Pat,Unknown
Potassium,Unknown
Potassium_iodide,Unknown
Potassium_nitrate,Unknown
Potato,Unknown
Pottery,Unknown
Poultry,Unknown
Pound_sterling,Unknown
Poverty,Unknown
Prague,Unknown
Praia,Unknown
Praseodymium,Unknown
Pre-Raphaelite_Brotherhood,Unknown
Precambrian,Unknown
Prehistoric_man,Unknown
President_of_the_United_States,Unknown
Pretoria,Unknown
Pride_and_Prejudice,Unknown
Prime_Minister_of_the_United_Kingdom,Unknown
Prime_number,Unknown
Primula,Unknown
Princeton_University,Unknown
Principality,Unknown
Printmaking,Unknown
Prion,Unknown
Private_Peaceful,Unknown
Privy_Council_of_the_United_Kingdom,Unknown
Pro_Milone,Unknown
Probability_theory,Unknown
Programming_language,Unknown
Project_MKULTRA,Unknown
Project_Vanguard,Unknown
Promethium,Unknown
Propaganda,Unknown
Property,Unknown
Prospecting,Unknown
Prostate_cancer,Unknown
Protactinium,Unknown
Protein,Unknown
Protoceratops,Unknown
Proton,Unknown
Proxima_Centauri,Unknown
Psittacosaurus,Unknown
Psychology,Unknown
Pterosaur,Unknown
Ptolemy,Male
Publishing,Unknown
Puerto_Rico,Unknown
Puffin,Unknown
Pumpkin,Unknown
Punctuated_equilibrium,Unknown
Pupil,Unknown
Pygmy_Hippopotamus,Unknown
Pyongyang,Unknown
Pyotr_Ilyich_Tchaikovsky,Male
Pyramid,Unknown
Pyrite,Unknown
Pythagoras,Male
Pythagorean_theorem,Unknown
Python_%28programming_language%29,Unknown
Qatar,Unknown
Qin_Dynasty,Unknown
Qin_Shi_Huang,Male
Qing_Dynasty,Unknown
Quantity,Unknown
Quantum_chemistry,Unknown
Quantum_computer,Unknown
Quantum_mechanics,Unknown
Quark,Unknown
Quartz,Unknown
Quatermass_and_the_Pit,Unknown
Queen_%28band%29,Unknown
Quetzalcoatl,Male
Quito,Unknown
Qur%27an,Unknown
R%C3%A9union,Unknown
RER,Unknown
RMS_Titanic,Unknown
ROT13,Unknown
RSS_%28file_format%29,Unknown
Rabat,Unknown
Rabbit,Unknown
Rabies,Unknown
Rabindranath_Tagore,Male
Race,Unknown
Radar,Unknown
Radhanite,Unknown
Radio,Unknown
Radio_frequency,Unknown
Radio_telescope,Unknown
Radish,Unknown
Radium,Unknown
Radon,Unknown
Ragtime,Unknown
Rail_transport,Unknown
Rail_transport_in_India,Unknown
Railway_post_office,Unknown
Rain,Unknown
Rainbow,Unknown
Rainforest,Unknown
Rainhill_Trials,Unknown
Raising_the_Flag_on_Iwo_Jima,Unknown
Ralph_Nader,Male
Rama,Male
Ramayana,Unknown
Ramesses_II,Male
Ramsgate,Unknown
Ran_%28film%29,Unknown
Raney_nickel,Unknown
Raphael,Male
Rapping,Unknown
Raven,Unknown
Ray_of_Light,Unknown
Real_tennis,Unknown
Rebecca_Helferich_Clarke,Female
Recorder,Unknown
Recycling,Unknown
Red_Kite,Unknown
Red_Panda,Unknown
Red_Sea,Unknown
Red_dwarf,Unknown
Red_giant,Unknown
Red_rain_in_Kerala,Unknown
Redshift,Unknown
Redwing,Unknown
Redwood_National_and_State_Parks,Unknown
Reed_Bunting,Unknown
Reed_Warbler,Unknown
Refining,Unknown
Refrigerator_car,Unknown
Regent%27s_Park,Unknown
Reggae,Unknown
Reggaeton,Unknown
Religion,Unknown
Religious_Society_of_Friends,Unknown
Rembrandt,Male
Ren%C3%A9_Descartes,Male
Renaissance,Unknown
Renaissance_music,Unknown
Renminbi,Unknown
Renormalization,Unknown
Reptile,Unknown
Republic_of_China,Unknown
Republic_of_Ireland,Unknown
Republic_of_Macedonia,Unknown
Republic_of_the_Congo,Unknown
Restoration_comedy,Unknown
Restoration_literature,Unknown
Retina,Unknown
Retinol,Unknown
Retreat_of_glaciers_since_1850,Unknown
Revised_Standard_Version,Unknown
Revolution,Unknown
Reza_Shah,Male
Rhenium,Unknown
Rhine,Unknown
Rhode_Island,Unknown
Rhodium,Unknown
Rhodium%28III%29_chloride,Unknown
Rhubarb,Unknown
Rhythm_and_blues,Unknown
Rice,Unknown
Richard_Feynman,Male
Richard_Francis_Burton,Male
Richard_III_%28play%29,Unknown
Richard_III_of_England,Male
Richard_II_of_England,Male
Richard_I_of_England,Unknown
Richard_Nixon,Male
Richard_O%27Connor,Male
Richard_Stallman,Male
Richard_Wagner,Male
Richmond%2C_Virginia,Unknown
Riesling,Unknown
Right_whale,Unknown
Ringed_Plover,Unknown
Rio_Tinto_Group,Unknown
Rio_de_Janeiro,Unknown
River,Unknown
River_Severn,Unknown
River_Thames,Unknown
Riyadh,Unknown
Roald_Amundsen,Male
Roan_Antelope,Unknown
Robert_Baden-Powell%2C_1st_Baron_Baden-Powell,Male
Robert_Boyle,Male
Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury,Male
Robert_Oppenheimer,Male
Robert_Owen,Male
Robert_Peel,Male
Robert_Schumann,Male
Robert_Stephenson,Male
Robinson_Crusoe,Unknown
Roche_limit,Unknown
Rock_Bunting,Unknown
Rock_Pigeon,Unknown
Rock_of_Gibraltar,Unknown
Rockall,Unknown
Rocky_Mountains,Unknown
Rococo,Unknown
Roentgenium,Unknown
Roman_Britain,Unknown
Roman_Catholic_Church,Unknown
Roman_Empire,Unknown
Roman_Greece,Unknown
Roman_Vishniac,Male
Roman_law,Unknown
Roman_mythology,Unknown
Roman_road,Unknown
Roman_villa,Unknown
Romania,Unknown
Romanticism,Unknown
Rome,Unknown
Romeo_and_Juliet,Unknown
Romulus_Augustus,Male
Ronald_Reagan,Male
Rondane_National_Park,Unknown
Rook_%28bird%29,Unknown
Rosa_Parks,Female
Rose-ringed_Parakeet,Unknown
Rosemary,Unknown
Rosetta_Stone,Unknown
Rotterdam,Unknown
Rowan_Williams,Male
Royal_Air_Force,Unknown
Royal_Dutch_Shell,Unknown
Royal_Geographical_Society,Unknown
Royal_Grammar_School_Worcester,Unknown
Royal_Marines,Unknown
Royal_National_Theatre,Unknown
Royal_Navy,Unknown
Royal_Parks_of_London,Unknown
Rubidium,Unknown
Rubik%27s_Cube,Unknown
Rudolf_Vrba,Male
Rudyard_Kipling,Male
Rugby_World_Cup,Unknown
Rugby_football,Unknown
Rule_of_St_Benedict,Unknown
Rupee,Unknown
Russia,Unknown
Russian_Revolution_of_1917,Unknown
Russian_constitutional_crisis_of_1993,Unknown
Russian_language,Unknown
Ruthenium,Unknown
Rutherford_B._Hayes,Male
Rutherfordium,Unknown
Rwanda,Unknown
Rwandan_Genocide,Unknown
S%C3%A3o_Paulo,Unknown
S%C3%A3o_Tom%C3%A9,Unknown
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,Unknown
S%C3%B8ren_Kierkegaard,Male
S-mine,Unknown
S._A._Andr%C3%A9e%27s_Arctic_balloon_expedition_of_1897,Unknown
SD26,Unknown
SR-71_Blackbird,Unknown
Safflower,Unknown
Saffron,Unknown
Sahara,Unknown
Saint-Pierre_and_Miquelon,Unknown
Saint_Helena,Female
Saint_Joan_%28play%29,Unknown
Saint_Kitts_and_Nevis,Unknown
Saint_Lawrence_Seaway,Unknown
Saint_Lucia,Unknown
Saint_Petersburg,Unknown
Saint_Vincent_and_the_Grenadines,Unknown
Sakurajima,Unknown
Saladin,Male
Salford,Unknown
Salsa_music,Unknown
Salt,Unknown
Salt_Lake_City%2C_Utah,Unknown
Saltasaurus,Unknown
Salvador_Dal%C3%AD,Male
Samantha_Smith,Female
Samarium,Unknown
Samoa,Unknown
Samuel_Beckett,Male
Samuel_Taylor_Coleridge,Male
San_Diegan,Unknown
San_Diego_Electric_Railway,Unknown
San_Diego_and_Arizona_Railway,Unknown
San_Francisco%2C_California,Unknown
San_Francisco_garter_snake,Unknown
San_Jose%2C_California,Unknown
San_Marino,Unknown
Sand,Unknown
Sand_art_and_play,Unknown
Sand_shark,Unknown
Sandringham_House,Unknown
Sandur,Unknown
Sandy_Koufax,Male
Sanskrit,Unknown
Sanssouci,Unknown
Santa_Claus,Male
Santamar%C3%ADa_%28volcano%29,Unknown
Santiago%2C_Chile,Unknown
Santorini,Unknown
Sarajevo,Unknown
Sardar_Vallabhbhai_Patel,Male
Sasha_%28DJ%29,Unknown
Sassanid_Empire,Unknown
Saturn,Unknown
Saturn_V,Unknown
Saudi_Arabia,Unknown
Saurischia,Unknown
Sauropodomorpha,Unknown
Sauroposeidon,Unknown
Sauropsid,Unknown
Saxicola,Unknown
Saxophone,Unknown
Scandium,Unknown
Scanian_%28linguistics%29,Unknown
Scattered_disc,Unknown
Scelidosaurus,Unknown
Scent_of_a_Woman,Unknown
Schatzki_ring,Unknown
Scheme_programming_language,Unknown
Schizophrenia,Unknown
Schr%C3%B6dinger_equation,Unknown
Schuttern_Gospels,Unknown
Science,Unknown
Scientific_classification,Unknown
Scooby-Doo,Unknown
Scotch_College%2C_Perth,Unknown
Scotland,Unknown
Scotland_in_the_High_Middle_Ages,Unknown
Scots_language,Unknown
Scott_Special,Unknown
Scottish_Episcopal_Church,Unknown
Scottish_Gaelic_language,Unknown
Scottish_Highlands,Unknown
Scottish_mythology,Unknown
Scouting,Unknown
Scramble_for_Africa,Unknown
Screw,Unknown
Scrooge_McDuck,Male
Sculpture,Unknown
Scurvy,Unknown
Sea,Unknown
Sea_level_rise,Unknown
Sea_of_Galilee,Unknown
Seaborgium,Unknown
Sean_Connery,Male
Sears_Catalog_Home,Unknown
Season,Unknown
Seattle%2C_Washington,Unknown
Seawater,Unknown
Second_Boer_War,Unknown
Second_Congo_War,Unknown
Second_Crusade,Unknown
Seed,Unknown
Seinfeld,Unknown
Selena,Female
Selenium,Unknown
Semiconductor,Unknown
Semiconductor_device,Unknown
Senate_of_Canada,Unknown
Senegal,Unknown
Senufo_languages,Unknown
Seoul,Unknown
Separation_of_powers_under_the_United_States_Constitution,Unknown
September_11%2C_2001_attacks,Unknown
Sequence_alignment,Unknown
Sequoia,Unknown
Serbia,Unknown
Serbia_and_Montenegro,Unknown
Serenity_%28film%29,Unknown
Sermon_on_the_Mount,Unknown
Sesame,Unknown
Sesame_Street,Unknown
Set,Unknown
Severn_crossing,Unknown
Seychelles,Unknown
Sgt._Pepper%27s_Lonely_Hearts_Club_Band,Unknown
Shabo_language,Unknown
Shackleton_%28crater%29,Unknown
Shaka,Male
Shanghai,Unknown
Shark,Unknown
Sharon_Tate,Female
Sheffield,Unknown
Sheikh_Mujibur_Rahman,Male
Shelduck,Unknown
Shenzhou_6,Unknown
Shenzhou_spacecraft,Unknown
Shetland,Unknown
Shielded_metal_arc_welding,Unknown
Shigin,Unknown
Shining_Path,Unknown
Shinto,Unknown
Ship,Unknown
Shoe_polish,Unknown
Short-beaked_Echidna,Unknown
Shoshone_National_Forest,Unknown
Shrimp_farm,Unknown
Shrine_of_Remembrance,Unknown
Shroud_of_Turin,Unknown
Sichuan_Pepper,Unknown
Sicilian_Baroque,Unknown
Sickle-cell_disease,Unknown
Siege,Unknown
Siege_of_Antioch,Unknown
Sierra_Leone,Unknown
Sigmund_Freud,Male
Sikhism,Unknown
Sikkim,Unknown
Silent_film,Unknown
Silicon,Unknown
Silurian,Unknown
Silver,Unknown
Sim%C3%B3n_Bol%C3%ADvar,Male
SimCity,Unknown
Simca_Vedette,Unknown
Sinclair_Research_Ltd,Unknown
Singapore,Unknown
Sino-German_cooperation_%281911-1941%29,Unknown
Sino-Roman_relations,Unknown
Sirius,Unknown
Sistine_Chapel_ceiling,Unknown
Sitting_Bull,Male
Six-party_talks_concerning_North_Korea%27s_nuclear_program,Unknown
Sk%C3%A5neland,Unknown
Ska,Unknown
Skiing,Unknown
Skylark,Unknown
Slavery,Unknown
Slavic_mythology,Unknown
Sleep,Unknown
Slovakia,Unknown
Slovenia,Unknown
Smallpox,Unknown
Smog,Unknown
Snaefell_Mountain_Railway,Unknown
Snake_charming,Unknown
Snow,Unknown
Snow_Goose,Unknown
Snowball_Earth,Unknown
Snowdonia,Unknown
Snowdonia_National_Park,Unknown
Snowy_Owl,Unknown
Social_anxiety,Unknown
Social_capital,Unknown
Social_contract_%28Malaysia%29,Unknown
Socialism,Unknown
Society,Unknown
Society_of_Merchant_Venturers,Unknown
Sociocultural_evolution,Unknown
Sociology,Unknown
Socrates,Male
Soddo_language,Unknown
Sodium,Unknown
Sodium_hydroxide,Unknown
Sodium_sulfate,Unknown
Soil,Unknown
Soil_moisture,Unknown
Soil_pH,Unknown
Soil_profile,Unknown
Soil_salination,Unknown
Soil_science,Unknown
Soil_structure,Unknown
Soils_retrogression_and_degradation,Unknown
Solar_System,Unknown
Solar_eclipse,Unknown
Solomon_Islands,Unknown
Somalia,Unknown
Song_Thrush,Unknown
Sonic_the_Hedgehog_%28character%29,Unknown
Sony,Unknown
Sorghum,Unknown
Sorrel,Unknown
Soukous,Unknown
Sound,Unknown
Soup,Unknown
South_Africa,Unknown
South_America,Unknown
South_China_Sea,Unknown
South_Georgia_and_the_South_Sandwich_Islands,Unknown
South_Korea,Unknown
South_Ossetia,Unknown
Southampton,Unknown
Southern_Africa,Unknown
Southern_Ocean,Unknown
Southern_Pacific_4449,Unknown
Southern_Rockhopper_Penguin,Unknown
Southern_United_States,Unknown
Soviet_Union,Unknown
Soybean,Unknown
Space_Invaders,Unknown
Space_Race,Unknown
Space_Shuttle_Challenger,Unknown
Space_Shuttle_Challenger_disaster,Unknown
Space_Shuttle_Columbia,Unknown
Space_Shuttle_Columbia_disaster,Unknown
Space_Shuttle_Endeavour,Unknown
Space_Shuttle_program,Unknown
Space_exploration,Unknown
Space_station,Unknown
Space_suit,Unknown
Spacecraft_propulsion,Unknown
Spain,Unknown
Spanish_Armada,Unknown
Spanish_Inquisition,Unknown
Spanish_conquest_of_the_Inca_Empire,Unknown
Spanish_language,Unknown
Sparrow,Unknown
Sparrowhawk,Unknown
Speaker_of_the_British_House_of_Commons,Unknown
Speaker_of_the_United_States_House_of_Representatives,Unknown
Special_relativity,Unknown
Speech_synthesis,Unknown
Speed_of_light,Unknown
Sperm_Whale,Unknown
Sphere,Unknown
Spherical_aberration,Unknown
Spider,Unknown
Spinosaurus,Unknown
Spirit_of_the_American_Doughboy,Unknown
Spix%27s_Macaw,Unknown
Split_infinitive,Unknown
Sponsorship_Directdebit,Unknown
Sport,Unknown
Spotted_Flycatcher,Unknown
Spring_%28season%29,Unknown
Spring_Heeled_Jack,Male
Sputnik_1,Unknown
Sputnik_2,Unknown
Sputnik_program,Unknown
Spyware,Unknown
Squash_%28sport%29,Unknown
Sri_Lanka,Unknown
Sri_Lankan_Civil_War,Unknown
St_Buryan,Unknown
St_Michael%27s_Mount,Unknown
St_Paul%27s_Cathedral,Unknown
Stag_beetle,Unknown
Stage_%28theatre%29,Unknown
Stained_glass,Unknown
Stanis%C5%82aw_Koniecpolski,Male
Stanis%C5%82aw_Lem,Male
Stanley%2C_Falkland_Islands,Unknown
Stanley_Baldwin,Male
Star,Unknown
StarCraft,Unknown
Star_Fox__Assault,Unknown
Star_Trek,Unknown
Star_Trek__Deep_Space_Nine,Unknown
Star_Trek__The_Original_Series,Unknown
Star_Wars,Unknown
Star_Wars_Episode_IV__A_New_Hope,Unknown
Star_anise,Unknown
Stargate_SG-1,Unknown
Starling,Unknown
Starship_Troopers,Unknown
Statistics,Unknown
Statue_of_Zeus_at_Olympia,Unknown
Steam_engine,Unknown
Steel,Unknown
Stefan_Edberg,Male
Stegosaurus,Unknown
Stem_cell,Unknown
Stephen_Harper,Male
Stephen_Hawking,Male
Stephen_Jay_Gould,Male
Stephen_Trigg,Male
Stephen_of_England,Male
Steve_Davis,Male
Stickleback,Unknown
Still_Game,Unknown
Stingray,Unknown
Stock,Unknown
Stock_car_%28rail%29,Unknown
Stockholm,Unknown
Stoicism,Unknown
Stone_Age,Unknown
Stonehenge,Unknown
Storm_of_October_1804,Unknown
Stornoway,Unknown
Stourbridge_Lion,Unknown
Strait_of_Malacca,Unknown
Stratford-upon-Avon,Unknown
String_theory,Unknown
Stroke,Unknown
Strontium,Unknown
Struthiomimus,Unknown
Stuttering,Unknown
Stuttgart,Unknown
Styracosaurus,Unknown
Sub-Saharan_Africa,Unknown
Suburbs_of_Johannesburg,Unknown
Sucre,Unknown
Sudan,Unknown
Sudanic_languages,Unknown
Sudoku,Unknown
Suez_Canal,Unknown
Suffrage,Unknown
Sugar,Unknown
Sugar_beet,Unknown
Sugarcane,Unknown
Suikinkutsu,Unknown
Suleiman_the_Magnificent,Male
Sulfur,Unknown
Sulfuric_acid,Unknown
Sultan,Unknown
Sumac,Unknown
Sumatra,Unknown
Sumer,Unknown
Summer,Unknown
Summer_Hill%2C_New_South_Wales,Unknown
Sumo,Unknown
Sun,Unknown
Sun_Tzu,Male
Sun_Yat-sen,Male
Sundew,Unknown
Sunflower,Unknown
Sunlight,Unknown
Sunol_Water_Temple,Unknown
Sunset_Boulevard_%281950_film%29,Unknown
Super_14,Unknown
Super_Bowl_XL,Unknown
Super_Chief,Unknown
Super_Mario_64,Unknown
Super_Mario_Bros.,Unknown
Superconductivity,Unknown
Superman,Male
Supermarine_Spitfire,Unknown
Supply_and_demand,Unknown
Supply_chain_management,Unknown
Supreme_Court_of_the_United_States,Unknown
Suriname,Unknown
Surtsey,Unknown
Sustainable_forestry,Unknown
Sutton_Hoo,Unknown
Svalbard,Unknown
Svart%C3%A1lfar,Unknown
Swallow,Unknown
Swan,Unknown
Swastika,Unknown
Swaziland,Unknown
Sweden,Unknown
Swedish_allotment_system,Unknown
Swift,Unknown
Swiss_Federal_Council,Unknown
Swissair_Flight_111,Unknown
Switzerland,Unknown
Sydney,Unknown
Sydney_Newman,Male
Sydney_Riot_of_1879,Unknown
Sylvanus_Morley,Male
Symmetry,Unknown
Synthesizer,Unknown
Syria,Unknown
T-34,Unknown
T._D._Judah,Unknown
T._S._Eliot,Male
TGV,Unknown
Tacitean_studies,Unknown
Tagoi_language,Unknown
Taipei,Unknown
Taiwan,Unknown
Taj_Mahal,Unknown
Tajikistan,Unknown
Talc,Unknown
Tamarind,Unknown
Tamil_language,Unknown
Tamil_people,Unknown
Tank,Unknown
Tansy,Unknown
Tantalum,Unknown
Tanzania,Unknown
Tao_Te_Ching,Unknown
Taoism,Unknown
Tarragon,Unknown
Tashkent,Unknown
Tasmanian_Devil,Unknown
Tawny_Owl,Unknown
Tay-Sachs_disease,Unknown
Tay_Rail_Bridge,Unknown
TeX,Unknown
Tea,Unknown
Technetium,Unknown
Technology,Unknown
Tehran,Unknown
Tel_Aviv,Unknown
Telecommunication,Unknown
Telephone,Unknown
Telephone_exchange,Unknown
Telescope,Unknown
Television,Unknown
Tellurium,Unknown
Temperate,Unknown
Temple_of_Artemis,Unknown
Templon,Unknown
Tennis,Unknown
Tennis_Masters_Cup,Unknown
Tenzin_Gyatso%2C_14th_Dalai_Lama,Male
Tenzing_Norgay,Male
Terbium,Unknown
Terik,Unknown
Tern,Unknown
Terrorism,Unknown
Textile,Unknown
Thailand,Unknown
Thalassemia,Unknown
Thallium,Unknown
The_Absent-Minded_Beggar,Unknown
The_Adventures_of_Tintin,Unknown
The_Anarchy,Unknown
The_Ashes,Unknown
The_Bahamas,Unknown
The_Beano,Unknown
The_Beatles,Unknown
The_Beatles_discography,Unknown
The_Blitz,Unknown
The_Broads,Unknown
The_Brothers_Karamazov,Unknown
The_Canadian,Unknown
The_Cantos,Unknown
The_Cat_in_the_Hat,Unknown
The_Catcher_in_the_Rye,Unknown
The_Catlins,Unknown
The_Championships%2C_Wimbledon,Unknown
The_Children%27s_Machine,Unknown
The_Count_of_Monte_Cristo,Unknown
The_Country_Wife,Unknown
The_Curious_Incident_of_the_Dog_in_the_Night-time,Unknown
The_Dandy,Unknown
The_Fairy-Queen,Unknown
The_Famous_Five_%28characters%29,Unknown
The_Fens,Unknown
The_Frogs,Unknown
The_Gambia,Unknown
The_Godfather,Unknown
The_Great_Exhibition,Unknown
The_Hague,Unknown
The_Hitchhiker%27s_Guide_to_the_Galaxy,Unknown
The_Hobbit,Unknown
The_Holocaust,Unknown
The_Illuminatus%21_Trilogy,Unknown
The_Importance_of_Being_Earnest,Unknown
The_Iron_Bridge,Unknown
The_King%27s_Regiment_%28Liverpool%29,Unknown
The_Last_Supper_%28Leonardo%29,Unknown
The_Legend_of_Zelda_series,Unknown
The_Lion%2C_the_Witch_and_the_Wardrobe,Unknown
The_Lion_King,Unknown
The_Lorax,Unknown
The_Lord_of_the_Rings,Unknown
The_Lord_of_the_Rings_film_trilogy,Unknown
The_Magic_Flute,Unknown
The_Marriage_of_Figaro,Unknown
The_Merchant_of_Venice,Unknown
The_Mismeasure_of_Man,Unknown
The_Old_Man_and_the_Sea,Unknown
The_Origin_of_Species,Unknown
The_Oz_books,Unknown
The_Picture_of_Dorian_Gray,Unknown
The_Pilgrim%27s_Progress,Unknown
The_Quatermass_Experiment,Unknown
The_Relapse,Unknown
The_Rime_of_the_Ancient_Mariner,Unknown
The_Rite_of_Spring,Unknown
The_Rolling_Stones,Unknown
The_Seagull,Unknown
The_Shawshank_Redemption,Unknown
The_Simpsons,Unknown
The_Smiths,Unknown
The_Supremes,Unknown
The_Temptations,Unknown
The_Wall_Street_Journal,Unknown
The_Waste_Land,Unknown
The_West_Wing_%28TV_series%29,Unknown
The_X-Files,Unknown
Theatre,Unknown
Theatre_Royal%2C_Drury_Lane,Unknown
Theatre_in_the_round,Unknown
Theodore_Roosevelt,Male
Therizinosaurus,Unknown
Thermodynamic_temperature,Unknown
Thermodynamics,Unknown
Theropoda,Unknown
Theta,Unknown
Thiamine,Unknown
Third_Servile_War,Unknown
Thomas_Aquinas,Male
Thomas_Becket,Male
Thomas_Cranmer,Male
Thomas_Edison,Male
Thomas_Gainsborough,Male
